log_id,employee_code,employee_name,method,action,device_id,device_name,check_time,location
L2881,EMP-2051,Nguyß╗àn V─ân 51,Fingerprint,CheckOut,D01,Main Gate,2026-01-19 17:10:00,HCM
L2882,EMP-2052,Nguyß╗àn V─ân 52,Fingerprint,CheckIn,D01,Main Gate,2026-01-19 07:50:00,HCM
L2883,EMP-2052,Nguyß╗àn V─ân 52,Fingerprint,CheckOut,D01,Main Gate,2026-01-19 17:10:00,HCM
L2884,EMP-2053,Nguyß╗àn V─ân 53,Fingerprint,CheckIn,D01,Main Gate,2026-01-19 08:03:00,HCM
L2885,EMP-2053,Nguyß╗àn V─ân 53,Fingerprint,CheckOut,D01,Main Gate,2026-01-19 17:06:00,HCM
L2886,EMP-2054,Nguyß╗àn V─ân 54,Fingerprint,CheckIn,D01,Main Gate,2026-01-19 07:50:00,HCM
L2887,EMP-2054,Nguyß╗àn V─ân 54,Fingerprint,CheckOut,D01,Main Gate,2026-01-19 17:13:00,HCM
L2888,EMP-2055,Nguyß╗àn V─ân 55,Fingerprint,CheckIn,D01,Main Gate,2026-01-19 08:02:00,HCM
L2889,EMP-2055,Nguyß╗àn V─ân 55,Fingerprint,CheckOut,D01,Main Gate,2026-01-19 16:11:00,HCM
L2890,EMP-2056,Nguyß╗àn V─ân 56,Fingerprint,CheckIn,D01,Main Gate,2026-01-19 07:53:00,HCM
L2891,EMP-2056,Nguyß╗àn V─ân 56,Fingerprint,CheckOut,D01,Main Gate,2026-01-19 17:04:00,HCM
L2892,EMP-2057,Nguyß╗àn V─ân 57,Fingerprint,CheckIn,D01,Main Gate,2026-01-19 07:55:00,HCM
L2893,EMP-2057,Nguyß╗àn V─ân 57,Fingerprint,CheckOut,D01,Main Gate,2026-01-19 17:07:00,HCM
L2894,EMP-2058,Nguyß╗àn V─ân 58,Fingerprint,CheckIn,D01,Main Gate,2026-01-19 08:01:00,HCM
L2895,EMP-2058,Nguyß╗àn V─ân 58,Fingerprint,CheckOut,D01,Main Gate,2026-01-19 17:05:00,HCM
L2896,EMP-2059,Nguyß╗àn V─ân 59,Fingerprint,CheckIn,D01,Main Gate,2026-01-19 07:53:00,HCM
L2897,EMP-2059,Nguyß╗àn V─ân 59,Fingerprint,CheckOut,D01,Main Gate,2026-01-19 16:37:00,HCM
L2898,EMP-2060,Nguyß╗àn V─ân 60,Fingerprint,CheckIn,D01,Main Gate,2026-01-19 07:56:00,HCM
L2899,EMP-2060,Nguyß╗àn V─ân 60,Fingerprint,CheckOut,D01,Main Gate,2026-01-19 17:00:00,HCM
L2900,EMP-2061,Nguyß╗àn V─ân 61,Fingerprint,CheckIn,D01,Main Gate,2026-01-19 08:03:00,HCM
L2901,EMP-2061,Nguyß╗àn V─ân 61,Fingerprint,CheckOut,D01,Main Gate,2026-01-19 17:09:00,HCM
L2902,EMP-2062,Nguyß╗àn V─ân 62,Fingerprint,CheckIn,D01,Main Gate,2026-01-19 08:03:00,HCM
L2903,EMP-2062,Nguyß╗àn V─ân 62,Fingerprint,CheckOut,D01,Main Gate,2026-01-19 17:14:00,HCM
L2904,EMP-2063,Nguyß╗àn V─ân 63,Fingerprint,CheckIn,D01,Main Gate,2026-01-19 08:01:00,HCM
L2905,EMP-2063,Nguyß╗àn V─ân 63,Fingerprint,CheckOut,D01,Main Gate,2026-01-19 17:01:00,HCM
L2906,EMP-2064,Nguyß╗àn V─ân 64,Fingerprint,CheckIn,D01,Main Gate,2026-01-19 07:59:00,HCM
L2907,EMP-2065,Nguyß╗àn V─ân 65,Fingerprint,CheckIn,D01,Main Gate,2026-01-19 08:04:00,HCM
L2908,EMP-2065,Nguyß╗àn V─ân 65,Fingerprint,CheckOut,D01,Main Gate,2026-01-19 17:07:00,HCM
L2909,EMP-2066,Nguyß╗àn V─ân 66,Fingerprint,CheckIn,D01,Main Gate,2026-01-19 08:00:00,HCM
L2910,EMP-2066,Nguyß╗àn V─ân 66,Fingerprint,CheckOut,D01,Main Gate,2026-01-19 17:01:00,HCM
L2911,EMP-2067,Nguyß╗àn V─ân 67,Fingerprint,CheckIn,D01,Main Gate,2026-01-19 07:54:00,HCM
L2912,EMP-2067,Nguyß╗àn V─ân 67,Fingerprint,CheckOut,D01,Main Gate,2026-01-19 17:02:00,HCM
L2913,EMP-2068,Nguyß╗àn V─ân 68,Fingerprint,CheckOut,D01,Main Gate,2026-01-19 17:13:00,HCM
L2914,EMP-2069,Nguyß╗àn V─ân 69,Fingerprint,CheckIn,D01,Main Gate,2026-01-19 07:52:00,HCM
L2915,EMP-2069,Nguyß╗àn V─ân 69,Fingerprint,CheckOut,D01,Main Gate,2026-01-19 17:06:00,HCM
L2916,EMP-2070,Nguyß╗àn V─ân 70,Fingerprint,CheckIn,D01,Main Gate,2026-01-19 08:04:00,HCM
L2917,EMP-2070,Nguyß╗àn V─ân 70,Fingerprint,CheckOut,D01,Main Gate,2026-01-19 17:13:00,HCM
L2918,EMP-2071,Nguyß╗àn V─ân 71,Fingerprint,CheckIn,D01,Main Gate,2026-01-19 07:50:00,HCM
L2919,EMP-2071,Nguyß╗àn V─ân 71,Fingerprint,CheckOut,D01,Main Gate,2026-01-19 17:00:00,HCM
L2920,EMP-2072,Nguyß╗àn V─ân 72,Fingerprint,CheckIn,D01,Main Gate,2026-01-19 08:50:00,HCM
L2921,EMP-2072,Nguyß╗àn V─ân 72,Fingerprint,CheckOut,D01,Main Gate,2026-01-19 17:04:00,HCM
L2922,EMP-2073,Nguyß╗àn V─ân 73,Fingerprint,CheckIn,D01,Main Gate,2026-01-19 07:58:00,HCM
L2923,EMP-2073,Nguyß╗àn V─ân 73,Fingerprint,CheckOut,D01,Main Gate,2026-01-19 17:06:00,HCM
L2924,EMP-2074,Nguyß╗àn V─ân 74,Fingerprint,CheckIn,D01,Main Gate,2026-01-19 07:59:00,HCM
L2925,EMP-2074,Nguyß╗àn V─ân 74,Fingerprint,CheckOut,D01,Main Gate,2026-01-19 17:02:00,HCM
L2926,EMP-2075,Nguyß╗àn V─ân 75,Fingerprint,CheckIn,D01,Main Gate,2026-01-19 07:51:00,HCM
L2927,EMP-2075,Nguyß╗àn V─ân 75,Fingerprint,CheckOut,D01,Main Gate,2026-01-19 17:14:00,HCM
L2928,EMP-2076,Nguyß╗àn V─ân 76,Fingerprint,CheckIn,D01,Main Gate,2026-01-19 07:52:00,HCM
L2929,EMP-2076,Nguyß╗àn V─ân 76,Fingerprint,CheckOut,D01,Main Gate,2026-01-19 17:14:00,HCM
L2930,EMP-2077,Nguyß╗àn V─ân 77,Fingerprint,CheckIn,D01,Main Gate,2026-01-19 07:58:00,HCM
L2931,EMP-2077,Nguyß╗àn V─ân 77,Fingerprint,CheckOut,D01,Main Gate,2026-01-19 17:11:00,HCM
L2932,EMP-2078,Nguyß╗àn V─ân 78,Fingerprint,CheckIn,D01,Main Gate,2026-01-19 07:56:00,HCM
L2933,EMP-2078,Nguyß╗àn V─ân 78,Fingerprint,CheckOut,D01,Main Gate,2026-01-19 17:08:00,HCM
L2934,EMP-2079,Nguyß╗àn V─ân 79,Fingerprint,CheckIn,D01,Main Gate,2026-01-19 08:03:00,HCM
L2935,EMP-2079,Nguyß╗àn V─ân 79,Fingerprint,CheckOut,D01,Main Gate,2026-01-19 17:07:00,HCM
L2936,EMP-2080,Nguyß╗àn V─ân 80,Fingerprint,CheckIn,D01,Main Gate,2026-01-19 07:50:00,HCM
L2937,EMP-2080,Nguyß╗àn V─ân 80,Fingerprint,CheckOut,D01,Main Gate,2026-01-19 17:07:00,HCM
L2938,EMP-2081,Nguyß╗àn V─ân 81,Fingerprint,CheckOut,D01,Main Gate,2026-01-19 17:00:00,HCM
L2939,EMP-2083,Nguyß╗àn V─ân 83,Fingerprint,CheckIn,D01,Main Gate,2026-01-19 08:51:00,HCM
L2940,EMP-2083,Nguyß╗àn V─ân 83,Fingerprint,CheckOut,D01,Main Gate,2026-01-19 17:13:00,HCM
L2941,EMP-2084,Nguyß╗àn V─ân 84,Fingerprint,CheckIn,D01,Main Gate,2026-01-19 08:01:00,HCM
L2942,EMP-2084,Nguyß╗àn V─ân 84,Fingerprint,CheckOut,D01,Main Gate,2026-01-19 17:06:00,HCM
L2943,EMP-2085,Nguyß╗àn V─ân 85,Fingerprint,CheckIn,D01,Main Gate,2026-01-19 07:53:00,HCM
L2944,EMP-2085,Nguyß╗àn V─ân 85,Fingerprint,CheckOut,D01,Main Gate,2026-01-19 17:08:00,HCM
L2945,EMP-2086,Nguyß╗àn V─ân 86,Fingerprint,CheckIn,D01,Main Gate,2026-01-19 07:55:00,HCM
L2946,EMP-2086,Nguyß╗àn V─ân 86,Fingerprint,CheckOut,D01,Main Gate,2026-01-19 17:00:00,HCM
L2947,EMP-2088,Nguyß╗àn V─ân 88,Fingerprint,CheckIn,D01,Main Gate,2026-01-19 07:51:00,HCM
L2948,EMP-2088,Nguyß╗àn V─ân 88,Fingerprint,CheckOut,D01,Main Gate,2026-01-19 17:05:00,HCM
L2949,EMP-2089,Nguyß╗àn V─ân 89,Fingerprint,CheckIn,D01,Main Gate,2026-01-19 08:04:00,HCM
L2950,EMP-2089,Nguyß╗àn V─ân 89,Fingerprint,CheckOut,D01,Main Gate,2026-01-19 17:06:00,HCM
L2951,EMP-2090,Nguyß╗àn V─ân 90,Fingerprint,CheckIn,D01,Main Gate,2026-01-19 07:59:00,HCM
L2952,EMP-2090,Nguyß╗àn V─ân 90,Fingerprint,CheckOut,D01,Main Gate,2026-01-19 17:02:00,HCM
L2953,EMP-2091,Nguyß╗àn V─ân 91,Fingerprint,CheckIn,D01,Main Gate,2026-01-19 07:57:00,HCM
L2954,EMP-2091,Nguyß╗àn V─ân 91,Fingerprint,CheckOut,D01,Main Gate,2026-01-19 17:01:00,HCM
L2955,EMP-2092,Nguyß╗àn V─ân 92,Fingerprint,CheckIn,D01,Main Gate,2026-01-19 08:01:00,HCM
L2956,EMP-2092,Nguyß╗àn V─ân 92,Fingerprint,CheckOut,D01,Main Gate,2026-01-19 17:07:00,HCM
L2957,EMP-2093,Nguyß╗àn V─ân 93,Fingerprint,CheckIn,D01,Main Gate,2026-01-19 08:00:00,HCM
L2958,EMP-2093,Nguyß╗àn V─ân 93,Fingerprint,CheckOut,D01,Main Gate,2026-01-19 17:01:00,HCM
L2959,EMP-2094,Nguyß╗àn V─ân 94,Fingerprint,CheckIn,D01,Main Gate,2026-01-19 08:26:00,HCM
L2960,EMP-2094,Nguyß╗àn V─ân 94,Fingerprint,CheckOut,D01,Main Gate,2026-01-19 17:01:00,HCM
L2961,EMP-2095,Nguyß╗àn V─ân 95,Fingerprint,CheckIn,D01,Main Gate,2026-01-19 08:43:00,HCM
L2962,EMP-2095,Nguyß╗àn V─ân 95,Fingerprint,CheckOut,D01,Main Gate,2026-01-19 17:05:00,HCM
L2963,EMP-2096,Nguyß╗àn V─ân 96,Fingerprint,CheckIn,D01,Main Gate,2026-01-19 07:50:00,HCM
L2964,EMP-2096,Nguyß╗àn V─ân 96,Fingerprint,CheckOut,D01,Main Gate,2026-01-19 17:02:00,HCM
L2965,EMP-2097,Nguyß╗àn V─ân 97,Fingerprint,CheckIn,D01,Main Gate,2026-01-19 07:52:00,HCM
L2966,EMP-2097,Nguyß╗àn V─ân 97,Fingerprint,CheckOut,D01,Main Gate,2026-01-19 17:02:00,HCM
L2967,EMP-2098,Nguyß╗àn V─ân 98,Fingerprint,CheckIn,D01,Main Gate,2026-01-19 07:56:00,HCM
L2968,EMP-2098,Nguyß╗àn V─ân 98,Fingerprint,CheckOut,D01,Main Gate,2026-01-19 17:07:00,HCM
L2969,EMP-2099,Nguyß╗àn V─ân 99,Fingerprint,CheckIn,D01,Main Gate,2026-01-19 08:02:00,HCM
L2970,EMP-2099,Nguyß╗àn V─ân 99,Fingerprint,CheckOut,D01,Main Gate,2026-01-19 17:11:00,HCM
L2971,EMP-2100,Nguyß╗àn V─ân 100,Fingerprint,CheckIn,D01,Main Gate,2026-01-19 08:02:00,HCM
L2972,EMP-2100,Nguyß╗àn V─ân 100,Fingerprint,CheckOut,D01,Main Gate,2026-01-19 17:02:00,HCM
L2973,EMP-6090,TRß║ªN V─éN ANH,Fingerprint,CheckIn,D01,Main Gate,2026-01-19 07:51:00,HCM
L2974,EMP-6090,TRß║ªN V─éN ANH,Fingerprint,CheckOut,D01,Main Gate,2026-01-19 17:14:00,HCM
L2975,GD-001,Phß║ím Minh H├╣ng,Fingerprint,CheckIn,D01,Main Gate,2026-01-20 07:51:00,HCM
L2976,GD-001,Phß║ím Minh H├╣ng,Fingerprint,CheckOut,D01,Main Gate,2026-01-20 17:02:00,HCM
L2977,NS-001,Nguyß╗àn Thß╗ï Mai,Fingerprint,CheckIn,D01,Main Gate,2026-01-20 08:03:00,HCM
L2978,NS-001,Nguyß╗àn Thß╗ï Mai,Fingerprint,CheckOut,D01,Main Gate,2026-01-20 16:54:00,HCM
L2979,IT-001,L├¬ V─ân Tuß║Ñn,Fingerprint,CheckIn,D01,Main Gate,2026-01-20 08:32:00,HCM
L2980,IT-001,L├¬ V─ân Tuß║Ñn,Fingerprint,CheckOut,D01,Main Gate,2026-01-20 17:03:00,HCM
L2981,IT-002,Trß║ºn Thanh B├¼nh,Fingerprint,CheckIn,D01,Main Gate,2026-01-20 07:58:00,HCM
L2982,IT-002,Trß║ºn Thanh B├¼nh,Fingerprint,CheckOut,D01,Main Gate,2026-01-20 17:12:00,HCM
L2983,EMP-2001,Nguyß╗àn V─ân 1,Fingerprint,CheckOut,D01,Main Gate,2026-01-20 17:00:00,HCM
L2984,EMP-2002,Nguyß╗àn V─ân 2,Fingerprint,CheckIn,D01,Main Gate,2026-01-20 07:53:00,HCM
L2985,EMP-2002,Nguyß╗àn V─ân 2,Fingerprint,CheckOut,D01,Main Gate,2026-01-20 17:07:00,HCM
L2986,EMP-2003,NGUYß╗äN V─éN 3,Fingerprint,CheckIn,D01,Main Gate,2026-01-20 08:04:00,HCM
L2987,EMP-2003,NGUYß╗äN V─éN 3,Fingerprint,CheckOut,D01,Main Gate,2026-01-20 17:10:00,HCM
L2988,EMP-2004,Nguyß╗àn V─ân 4,Fingerprint,CheckIn,D01,Main Gate,2026-01-20 07:57:00,HCM
L2989,EMP-2004,Nguyß╗àn V─ân 4,Fingerprint,CheckOut,D01,Main Gate,2026-01-20 17:06:00,HCM
L2990,EMP-2005,Nguyß╗àn V─ân 5,Fingerprint,CheckIn,D01,Main Gate,2026-01-20 07:59:00,HCM
L2991,EMP-2005,Nguyß╗àn V─ân 5,Fingerprint,CheckOut,D01,Main Gate,2026-01-20 17:00:00,HCM
L2992,EMP-2006,Nguyß╗àn V─ân 6,Fingerprint,CheckIn,D01,Main Gate,2026-01-20 08:08:00,HCM
L2993,EMP-2006,Nguyß╗àn V─ân 6,Fingerprint,CheckOut,D01,Main Gate,2026-01-20 17:14:00,HCM
L2994,EMP-2007,Nguyß╗àn V─ân 7,Fingerprint,CheckIn,D01,Main Gate,2026-01-20 07:59:00,HCM
L2995,EMP-2007,Nguyß╗àn V─ân 7,Fingerprint,CheckOut,D01,Main Gate,2026-01-20 17:07:00,HCM
L2996,EMP-2008,Nguyß╗àn V─ân 8,Fingerprint,CheckIn,D01,Main Gate,2026-01-20 07:50:00,HCM
L2997,EMP-2008,Nguyß╗àn V─ân 8,Fingerprint,CheckOut,D01,Main Gate,2026-01-20 16:14:00,HCM
L2998,EMP-2009,Nguyß╗àn V─ân 9,Fingerprint,CheckOut,D01,Main Gate,2026-01-20 17:14:00,HCM
L2999,EMP-2010,Nguyß╗àn V─ân 10,Fingerprint,CheckIn,D01,Main Gate,2026-01-20 08:49:00,HCM
L3000,EMP-2010,Nguyß╗àn V─ân 10,Fingerprint,CheckOut,D01,Main Gate,2026-01-20 17:10:00,HCM
L3001,EMP-2011,Nguyß╗àn V─ân 11,Fingerprint,CheckIn,D01,Main Gate,2026-01-20 08:03:00,HCM
L3002,EMP-2011,Nguyß╗àn V─ân 11,Fingerprint,CheckOut,D01,Main Gate,2026-01-20 17:01:00,HCM
L3003,EMP-2012,Nguyß╗àn V─ân 12,Fingerprint,CheckIn,D01,Main Gate,2026-01-20 07:59:00,HCM
L3004,EMP-2012,Nguyß╗àn V─ân 12,Fingerprint,CheckOut,D01,Main Gate,2026-01-20 17:07:00,HCM
L3005,EMP-2013,Nguyß╗àn V─ân 13,Fingerprint,CheckIn,D01,Main Gate,2026-01-20 08:19:00,HCM
L3006,EMP-2013,Nguyß╗àn V─ân 13,Fingerprint,CheckOut,D01,Main Gate,2026-01-20 17:04:00,HCM
L3007,EMP-2014,Nguyß╗àn V─ân 14,Fingerprint,CheckIn,D01,Main Gate,2026-01-20 08:07:00,HCM
L3008,EMP-2014,Nguyß╗àn V─ân 14,Fingerprint,CheckOut,D01,Main Gate,2026-01-20 17:00:00,HCM
L3009,EMP-2015,Nguyß╗àn V─ân 15,Fingerprint,CheckIn,D01,Main Gate,2026-01-20 07:57:00,HCM
L3010,EMP-2015,Nguyß╗àn V─ân 15,Fingerprint,CheckOut,D01,Main Gate,2026-01-20 17:05:00,HCM
L3011,EMP-2016,Nguyß╗àn V─ân 16,Fingerprint,CheckIn,D01,Main Gate,2026-01-20 07:52:00,HCM
L3012,EMP-2016,Nguyß╗àn V─ân 16,Fingerprint,CheckOut,D01,Main Gate,2026-01-20 17:05:00,HCM
L3013,EMP-2017,Nguyß╗àn V─ân 17,Fingerprint,CheckIn,D01,Main Gate,2026-01-20 07:50:00,HCM
L3014,EMP-2017,Nguyß╗àn V─ân 17,Fingerprint,CheckOut,D01,Main Gate,2026-01-20 17:04:00,HCM
L3015,EMP-2019,Nguyß╗àn V─ân 19,Fingerprint,CheckIn,D01,Main Gate,2026-01-20 07:55:00,HCM
L3016,EMP-2019,Nguyß╗àn V─ân 19,Fingerprint,CheckOut,D01,Main Gate,2026-01-20 17:08:00,HCM
L3017,EMP-2020,Nguyß╗àn V─ân 20,Fingerprint,CheckIn,D01,Main Gate,2026-01-20 08:03:00,HCM
L3018,EMP-2020,Nguyß╗àn V─ân 20,Fingerprint,CheckOut,D01,Main Gate,2026-01-20 17:10:00,HCM
L3019,EMP-2021,Nguyß╗àn V─ân 21,Fingerprint,CheckIn,D01,Main Gate,2026-01-20 07:58:00,HCM
L3020,EMP-2021,Nguyß╗àn V─ân 21,Fingerprint,CheckOut,D01,Main Gate,2026-01-20 17:09:00,HCM
L3021,EMP-2022,Nguyß╗àn V─ân 22,Fingerprint,CheckIn,D01,Main Gate,2026-01-20 07:57:00,HCM
L3022,EMP-2022,Nguyß╗àn V─ân 22,Fingerprint,CheckOut,D01,Main Gate,2026-01-20 17:07:00,HCM
L3023,EMP-2024,Nguyß╗àn V─ân 24,Fingerprint,CheckIn,D01,Main Gate,2026-01-20 08:04:00,HCM
L3024,EMP-2024,Nguyß╗àn V─ân 24,Fingerprint,CheckOut,D01,Main Gate,2026-01-20 17:04:00,HCM
L3025,EMP-2025,Nguyß╗àn V─ân 25,Fingerprint,CheckIn,D01,Main Gate,2026-01-20 07:57:00,HCM
L3026,EMP-2025,Nguyß╗àn V─ân 25,Fingerprint,CheckOut,D01,Main Gate,2026-01-20 17:14:00,HCM
L3027,EMP-2026,Nguyß╗àn V─ân 26,Fingerprint,CheckIn,D01,Main Gate,2026-01-20 07:54:00,HCM
L3028,EMP-2026,Nguyß╗àn V─ân 26,Fingerprint,CheckOut,D01,Main Gate,2026-01-20 17:09:00,HCM
L3029,EMP-2027,Nguyß╗àn V─ân 27,Fingerprint,CheckIn,D01,Main Gate,2026-01-20 07:56:00,HCM
L3030,EMP-2027,Nguyß╗àn V─ân 27,Fingerprint,CheckOut,D01,Main Gate,2026-01-20 17:08:00,HCM
L3031,EMP-2028,Nguyß╗àn V─ân 28,Fingerprint,CheckIn,D01,Main Gate,2026-01-20 07:56:00,HCM
L3032,EMP-2028,Nguyß╗àn V─ân 28,Fingerprint,CheckOut,D01,Main Gate,2026-01-20 16:45:00,HCM
L3033,EMP-2029,Nguyß╗àn V─ân 29,Fingerprint,CheckIn,D01,Main Gate,2026-01-20 07:52:00,HCM
L3034,EMP-2029,Nguyß╗àn V─ân 29,Fingerprint,CheckOut,D01,Main Gate,2026-01-20 17:07:00,HCM
L3035,EMP-2030,Nguyß╗àn V─ân 30,Fingerprint,CheckIn,D01,Main Gate,2026-01-20 07:51:00,HCM
L3036,EMP-2030,Nguyß╗àn V─ân 30,Fingerprint,CheckOut,D01,Main Gate,2026-01-20 17:12:00,HCM
L3037,EMP-2031,Nguyß╗àn V─ân 31,Fingerprint,CheckIn,D01,Main Gate,2026-01-20 08:02:00,HCM
L3038,EMP-2031,Nguyß╗àn V─ân 31,Fingerprint,CheckOut,D01,Main Gate,2026-01-20 17:11:00,HCM
L3039,EMP-2033,Nguyß╗àn V─ân 33,Fingerprint,CheckIn,D01,Main Gate,2026-01-20 08:04:00,HCM
L3040,EMP-2033,Nguyß╗àn V─ân 33,Fingerprint,CheckOut,D01,Main Gate,2026-01-20 16:51:00,HCM
L3041,EMP-2034,Nguyß╗àn V─ân 34,Fingerprint,CheckIn,D01,Main Gate,2026-01-20 07:56:00,HCM
L3042,EMP-2034,Nguyß╗àn V─ân 34,Fingerprint,CheckOut,D01,Main Gate,2026-01-20 17:13:00,HCM
L3043,EMP-2035,Nguyß╗àn V─ân 35,Fingerprint,CheckIn,D01,Main Gate,2026-01-20 08:04:00,HCM
L3044,EMP-2035,Nguyß╗àn V─ân 35,Fingerprint,CheckOut,D01,Main Gate,2026-01-20 17:05:00,HCM
L3045,EMP-2036,Nguyß╗àn V─ân 36,Fingerprint,CheckIn,D01,Main Gate,2026-01-20 07:50:00,HCM
L3046,EMP-2036,Nguyß╗àn V─ân 36,Fingerprint,CheckOut,D01,Main Gate,2026-01-20 17:10:00,HCM
L3047,EMP-2037,Nguyß╗àn V─ân 37,Fingerprint,CheckIn,D01,Main Gate,2026-01-20 07:54:00,HCM
L3048,EMP-2037,Nguyß╗àn V─ân 37,Fingerprint,CheckOut,D01,Main Gate,2026-01-20 17:09:00,HCM
L3049,EMP-2038,Nguyß╗àn V─ân 38,Fingerprint,CheckIn,D01,Main Gate,2026-01-20 08:02:00,HCM
L3050,EMP-2038,Nguyß╗àn V─ân 38,Fingerprint,CheckOut,D01,Main Gate,2026-01-20 17:10:00,HCM
L3051,EMP-2039,Nguyß╗àn V─ân 39,Fingerprint,CheckIn,D01,Main Gate,2026-01-20 07:51:00,HCM
L3052,EMP-2039,Nguyß╗àn V─ân 39,Fingerprint,CheckOut,D01,Main Gate,2026-01-20 17:12:00,HCM
L3053,EMP-2040,Nguyß╗àn V─ân 40,Fingerprint,CheckIn,D01,Main Gate,2026-01-20 08:02:00,HCM
L3054,EMP-2040,Nguyß╗àn V─ân 40,Fingerprint,CheckOut,D01,Main Gate,2026-01-20 17:02:00,HCM
L3055,EMP-2041,Nguyß╗àn V─ân 41,Fingerprint,CheckIn,D01,Main Gate,2026-01-20 08:03:00,HCM
L3056,EMP-2041,Nguyß╗àn V─ân 41,Fingerprint,CheckOut,D01,Main Gate,2026-01-20 17:01:00,HCM
L3057,EMP-2042,Nguyß╗àn V─ân 42,Fingerprint,CheckIn,D01,Main Gate,2026-01-20 07:55:00,HCM
L3058,EMP-2042,Nguyß╗àn V─ân 42,Fingerprint,CheckOut,D01,Main Gate,2026-01-20 17:02:00,HCM
L3059,EMP-2043,Nguyß╗àn V─ân 43,Fingerprint,CheckIn,D01,Main Gate,2026-01-20 08:02:00,HCM
L3060,EMP-2043,Nguyß╗àn V─ân 43,Fingerprint,CheckOut,D01,Main Gate,2026-01-20 17:13:00,HCM
L3061,EMP-2044,Nguyß╗àn V─ân 44,Fingerprint,CheckIn,D01,Main Gate,2026-01-20 08:04:00,HCM
L3062,EMP-2044,Nguyß╗àn V─ân 44,Fingerprint,CheckOut,D01,Main Gate,2026-01-20 17:13:00,HCM
L3063,EMP-2045,Nguyß╗àn V─ân 45,Fingerprint,CheckIn,D01,Main Gate,2026-01-20 08:01:00,HCM
L3064,EMP-2045,Nguyß╗àn V─ân 45,Fingerprint,CheckOut,D01,Main Gate,2026-01-20 17:04:00,HCM
L3065,EMP-2046,Nguyß╗àn V─ân 46,Fingerprint,CheckIn,D01,Main Gate,2026-01-20 08:27:00,HCM
L3066,EMP-2046,Nguyß╗àn V─ân 46,Fingerprint,CheckOut,D01,Main Gate,2026-01-20 17:05:00,HCM
L3067,EMP-2047,Nguyß╗àn V─ân 47,Fingerprint,CheckIn,D01,Main Gate,2026-01-20 08:02:00,HCM
L3068,EMP-2047,Nguyß╗àn V─ân 47,Fingerprint,CheckOut,D01,Main Gate,2026-01-20 17:13:00,HCM
L3069,EMP-2048,Nguyß╗àn V─ân 48,Fingerprint,CheckIn,D01,Main Gate,2026-01-20 08:00:00,HCM
L3070,EMP-2048,Nguyß╗àn V─ân 48,Fingerprint,CheckOut,D01,Main Gate,2026-01-20 17:11:00,HCM
L3071,EMP-2049,Nguyß╗àn V─ân 49,Fingerprint,CheckIn,D01,Main Gate,2026-01-20 07:59:00,HCM
L3072,EMP-2049,Nguyß╗àn V─ân 49,Fingerprint,CheckOut,D01,Main Gate,2026-01-20 17:10:00,HCM
L3073,EMP-2051,Nguyß╗àn V─ân 51,Fingerprint,CheckIn,D01,Main Gate,2026-01-20 07:57:00,HCM
L3074,EMP-2051,Nguyß╗àn V─ân 51,Fingerprint,CheckOut,D01,Main Gate,2026-01-20 17:09:00,HCM
L3075,EMP-2052,Nguyß╗àn V─ân 52,Fingerprint,CheckIn,D01,Main Gate,2026-01-20 07:50:00,HCM
L3076,EMP-2052,Nguyß╗àn V─ân 52,Fingerprint,CheckOut,D01,Main Gate,2026-01-20 16:50:00,HCM
L3077,EMP-2053,Nguyß╗àn V─ân 53,Fingerprint,CheckIn,D01,Main Gate,2026-01-20 08:03:00,HCM
L3078,EMP-2053,Nguyß╗àn V─ân 53,Fingerprint,CheckOut,D01,Main Gate,2026-01-20 17:05:00,HCM
L3079,EMP-2054,Nguyß╗àn V─ân 54,Fingerprint,CheckIn,D01,Main Gate,2026-01-20 07:52:00,HCM
L3080,EMP-2054,Nguyß╗àn V─ân 54,Fingerprint,CheckOut,D01,Main Gate,2026-01-20 17:08:00,HCM
L3081,EMP-2055,Nguyß╗àn V─ân 55,Fingerprint,CheckOut,D01,Main Gate,2026-01-20 17:10:00,HCM
L3082,EMP-2056,Nguyß╗àn V─ân 56,Fingerprint,CheckIn,D01,Main Gate,2026-01-20 07:52:00,HCM
L3083,EMP-2056,Nguyß╗àn V─ân 56,Fingerprint,CheckOut,D01,Main Gate,2026-01-20 17:06:00,HCM
L3084,EMP-2057,Nguyß╗àn V─ân 57,Fingerprint,CheckIn,D01,Main Gate,2026-01-20 07:55:00,HCM
L3085,EMP-2057,Nguyß╗àn V─ân 57,Fingerprint,CheckOut,D01,Main Gate,2026-01-20 17:01:00,HCM
L3086,EMP-2058,Nguyß╗àn V─ân 58,Fingerprint,CheckIn,D01,Main Gate,2026-01-20 08:03:00,HCM
L3087,EMP-2058,Nguyß╗àn V─ân 58,Fingerprint,CheckOut,D01,Main Gate,2026-01-20 17:08:00,HCM
L3088,EMP-2059,Nguyß╗àn V─ân 59,Fingerprint,CheckIn,D01,Main Gate,2026-01-20 07:53:00,HCM
L3089,EMP-2059,Nguyß╗àn V─ân 59,Fingerprint,CheckOut,D01,Main Gate,2026-01-20 17:08:00,HCM
L3090,EMP-2060,Nguyß╗àn V─ân 60,Fingerprint,CheckIn,D01,Main Gate,2026-01-20 07:54:00,HCM
L3091,EMP-2060,Nguyß╗àn V─ân 60,Fingerprint,CheckOut,D01,Main Gate,2026-01-20 17:00:00,HCM
